"LN","Price","STAT","Address","AR","City","CNTY","BR","BAF","BAH","YR","ZIP","ELEM","MS","HS","LA - Agt Name","LA - Phone"
"8127729","$139,900","A","2860 Dodson Lee Dr","32","East Point","Fulton","3","2","0","1963","30344-3958","Hamltn Hol","P D West","Tri Cities","Ivan K West","Phone: 6783793496"
"8121656","$139,900","A","105 Beaver Dam Rd","171","Peachtree City","Fayette","3","2","0","1988","30269","Kedron","Booth","Mcintosh","Alex Beekman",
"8121980","$139,900","A","1917 Spring Ave","31","East Point","Fulton","3","2","0","1985","30344-2464","Conley Hls","P D West","Tri Cities","Keith Bush","Phone: 770-652-7897"
"8114274","$139,900","A","2655 Cindy Ln","65","Snellville","Gwinnett","4","2","0","1974","30078","Britt","Snellville","S Gwinnett","Joshua Reaves","Phone: 678-939-9194"
"8121990","$140,000","A","1027 River Bluff Dr","302","Winder","Barrow","4","2","1","1994","30680-3149","Holsenbeck","Bear Creek","Wnder Brrw","Tony Moua","Phone: 678-438-9883"
"8125975","$142,000","A","22 Spring","73","Marietta","Cobb","3","1","0","1950","30060","Green Acre","Campbell","Osborne","Tim Henning","Phone: 404-978-2248"
"8124817","$142,900","A","5505 Amelia Ln","161","Ellenwood","Clayton","3","2","1","2004","30294","E Clayton","Adamson","Morrow","Barbara Adamson","Phone: 7706926706"
"8122926","$142,990","A","865 Tallulah Ct","33","Atlanta","Fulton","3","2","1","2017","30349","Feldwood","Mcnair","Banneker","Wade G Jurney",
"8122928","$143,990","A","885 Tallulah Ct","33","Atlanta","Fulton","3","2","1","2017","30349","Feldwood","Mcnair","Banneker","Wade G Jurney",
"8114366","$144,900","A","5652 Savannah River Rd","161","Atlanta","Clayton","4","2","1","2007","30349-5408","Other","Other","Other","Regina McDaniel","Phone: 770-670-3032"
"8124152","$144,990","A","1578 Leonard St","161","Hampton","Clayton","3","2","1","2017","30228","Rivers Edg","Lovejoy","Lovejoy","Wade G Jurney",
"8121109","$145,000","A","1967 John Calvin Ave","31","College Park","Fulton","2","1","0","1921","30337-2532","College Pk","Woodland","Tri Cities","Randy G Gibbs","Phone: 4049569730ext. 9730"
"8126264","$145,000","A","2705 Benjamin E Mays Dr","31","Atlanta","Fulton","3","2","0","1930","30311","Beecher Hl","Young","Mays","Felicia Harrell","Phone: 404-219-8217"
"8127588","$145,000","A","1768 Spring Hill Cv","42","Lithonia","DeKalb","4","2","1","2003","30058-7018","Princeton","Lithonia","Lithonia","Gwendolyn McKinley","Phone: 770-374-7870"
"8119386","$145,900","A","5760 Cedar Croft Ln","42","Lithonia","DeKalb","3","2","1","1999","30058-3580","Panola Way","Miller Grv","Miller Grv","Maryann Agard-Moore","Phone: 678-849-1156ext. 5540"
"8122860","$145,990","A","7116 Tanger Blvd","33","Riverdale","Fulton","3","2","1","2017","30296","Nolan","Mcnair","Creekside","Wade G Jurney",
"8121488","$146,000","A","887 Palmer Rd","42","Lithonia","DeKalb","3","2","1","1998","30058","Rck Chapel","Stephenson","Stephenson","Karen Hall","Phone: 770-912-8616"
"8123198","$146,500","A","1795 Cheyenne Trl","161","Jonesboro","Clayton","3","2","1","1987","30236","Suder","Roberts","Jonesboro","Mike Ross","Phone: 4046688086"
"8124153","$146,990","A","1566 Leonard St","161","Hampton","Clayton","3","2","1","2017","30228","Rivers Edg","Lovejoy","Lovejoy","Wade G Jurney",
"8122863","$147,990","A","7104 Tanger Blvd","33","Riverdale","Fulton","4","2","1","2017","30296","Nolan","Mcnair","Creekside","Wade G Jurney",
"8124555","$148,900","A","4555 Rosebud Dr","65","Snellville","Gwinnett","2","1","0","1940","30039","Norton","Snellville","S Gwinnett","Tammy D Bussey","Phone: 404-242-6152"
"8123325","$148,990","A","5863 Westchase St","33","Atlanta","Fulton","3","2","1","2017","30336","Stonwl Tel","Sandtown","Westlake","Wade G Jurney",
"8126171","$149,000","A","3234 Wesley Chapel Rd","42","Decatur","DeKalb","4","3","0","1963","30034-3538","Rainbow","Chapel Hil","Decatur","Brenda Strickland","Phone: 404-267-3106"
"8134627","$149,000","A","3535 Glenview Cir","31","Atlanta","Fulton","4","2","0","1960","30331","Fickett","Bunche","Therrell","Kresha Hogan","Phone: 678-939-4809"
"8127424","$149,900","A","1508 Mine Run","161","Hampton","Clayton","4","2","1","2001","30228","Kemp","Lovejoy","Lovejoy","Neita Jones","Phone: 404-516-5537"
"8120042","$149,900","A","2000 Fowler Rd","42","Decatur","DeKalb","2","1","0","1958","30035","Canby Lane","M M Bethun","Towers","Penny Henderson","Phone: 7702313840ext. 203"
"8117162","$149,900","A","3191 Summer Wood Cir","65","Snellville","Gwinnett","4","3","0","1988","30039-5352","Norton","Snellville","S Gwinnett","Desmond Morgan","Phone: 4045501917"
"8121168","$149,990","A","1948 Sea Oat Dr","161","Hampton","Clayton","4","2","0","2016","30228","E White Ac","Lovejoy","Lovejoy","Tommy Boyd","Phone: 4044682361"
"8122480","$150,000","A","312 Wood Sage Dr","161","Riverdale","Clayton","5","3","0","2006","30274","Riverdale","Riverdale","Other","Wanda Nguyen","Phone: 4049094803"
"8130282","$150,000","A","2437 NW Felker Ward St","22","Atlanta","Fulton","4","2","0","1980","30318","Bolton","Sutton","N Atl","Aileen Conteh",
"8115905","$150,000","A","4568 Austell Powder Springs","72","Austell","Cobb","3","2","0","1959","30106","Clarkdale","Cooper","South Cobb","Kay P Morgan","Phone: 770-324-3664"
"8123942","$150,990","A","7565 Volion Pkwy","13","Fairburn","Fulton","3","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8123961","$150,990","A","7550 Volion Pkwy","13","Fairburn","Fulton","3","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8123972","$150,990","A","7545 Volion Pkwy","13","Fairburn","Fulton","3","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8125786","$151,900","A","4680 Ravenwood Loop","33","Union City","Fulton","3","2","1","2017","30291","Liberty Pt","Renisance","Lgstn Hghs","Nicole Dollar","Phone: 6783604041"
"8122864","$151,990","A","7112 Tanger Blvd","33","Riverdale","Fulton","3","2","1","2017","30296","Nolan","Mcnair","Creekside","Wade G Jurney",
"8123965","$152,990","A","7520 Volion Pkwy","13","Fairburn","Fulton","3","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8123319","$152,990","A","5867 Westchase St","33","Atlanta","Fulton","3","2","1","2017","30336","Stonwl Tel","Sandtown","Westlake","Wade G Jurney",
"8117221","$153,000","A","1367 Lucile Ave","31","Atlanta","Fulton","3","2","0","1930","30310-1660","Jones","Brown","Washington","Ericka N Brooks","Phone: 678-362-5338"
"8123322","$153,990","A","5903 Westchase St","33","Atlanta","Fulton","3","2","1","2017","30336","Stonwl Tel","Sandtown","Westlake","Wade G Jurney",
"8125754","$154,900","A","4688 Ravenwood Loop","33","Union City","Fulton","3","2","1","2017","30291","Liberty Pt","Renisance","Lgstn Hghs","Nicole Dollar","Phone: 6783604041"
"8124157","$154,990","A","1570 Leonard St","161","Hampton","Clayton","3","2","1","2017","30228","Rivers Edg","Lovejoy","Lovejoy","Wade G Jurney",
"8124401","$155,000","A","685 NW Teague","74","Kennesaw","Cobb","3","2","0","1974","30152","Vaughan","Lost Mtn","Harrison","John A Osgood","Phone: 4044774591"
"8154522","$155,000","A","2527 Tolliver","43","Ellenwood","DeKalb","3","1","3","2001","30294-6228","Cedar Grve","Cedar Grov","Cedar Grv","Rhonda R Avery","Phone: 4045938858"
"8130133","$155,000","A","127 Waters Edge Way","161","Fayetteville","Clayton","4","4","0","2004","30215","Rivers Edg","Lovejoy","Lovejoy","Kamnran Wilson",
"8126407","$155,000","A","3460 Hogan Rd","33","Atlanta","Fulton","3","2","0","1973","30331","Cont Colny","Bunche","Therrell","Joyce Gardner","Phone: 770-274-9588"
"8123346","$155,900","A","1826 Pleasant Hill Trl","42","Lithonia","DeKalb","5","2","0","1992","30058","Rck Chapel","Lithonia","Lithonia","Desari Jabbar","Phone: 4044379055ext. 9055"
"8125737","$155,990","A","4693 Ravenwood Loop","33","Union City","Fulton","3","2","1","2017","30291","Liberty Pt","Renisance","Lgstn Hghs","Nicole Dollar","Phone: 6783604041"
"8125249","$156,000","A","5408 Vanity Joys Ln","161","ellenwood","Clayton","4","2","1","2003","30294-6632","E Clayton","Adamson","Morrow","Davis Nguyen","Phone: 4045195084"
"8122800","$156,000","A","2765 Park Ave","72","Austell","Cobb","3","2","1","1996","30106","Austell","Garrett","South Cobb","John P Okooboh","Phone: 404-610-3280"
"8124159","$157,990","A","1574 Leonard St","161","Hampton","Clayton","4","2","1","2017","30228","Rivers Edg","Lovejoy","Lovejoy","Wade G Jurney",
"8123977","$158,990","A","7560 Volion Pkwy","13","Fairburn","Fulton","3","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8123985","$158,990","A","7530 Volion Pkwy","13","Fairburn","Fulton","3","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8123370","$159,000","A","6467 E Meyer Dr","161","Morrow","Clayton","4","2","1","2005","30260","Morrow","Rex Mill","Morrow","Son T Nguyen","Phone: 4049094803ext. 0"
"8126105","$159,000","A","7457 Dogwood Trl","262","Murrayville","Hall","3","2","0","2004","30564","Lanier","Chestatee","Chestatee","Jack L Barton Jr.","Phone: 706-969-9286"
"8128863","$159,000","A","2764 Evans Mill","42","Lithonia","DeKalb","4","2","0","1959","30058","Marbut","Lithonia","Lithonia","Michellle H Lee","Phone: 770-722-2446"
"8125768","$159,900","A","4686 Ravenwood Loop","33","Union City","Fulton","4","2","1","2017","30291","Liberty Pt","Renisance","Lgstn Hghs","Nicole Dollar","Phone: 6783604041"
"8125026","$159,900","A","1756 Fairview Cir","72","Austell","Cobb","4","2","1","1959","30106","Austell","Garrett","South Cobb","Marbelly Davila","Phone: 404-751-6669"
"8120138","$159,900","A","3240 Hilltop Cir","262","Gainesville","Hall","3","2","0","1999","30506-3755","Riverbend","NHall","North Hall","Michelle B Brown","Phone: 770-654-4795"
"8115925","$159,900","A","3349 East Vale Cir","263","Gainesville","Hall","3","2","0","2003","30507","Tadmore","East Hall","East Hall","Allen Dellinger","Phone: 770-530-9703"
"8116014","$159,900","A","3881 Berkshire Rdige Dr","262","Gainesville","Hall","3","2","1","2001","30506","Riverbend","NHall","North Hall","Hope Perry","Phone: 770-380-7385"
"8113747","$160,000","A","4815 Brookwood Dr","224","Cumming","Forsyth","3","3","0","1995","30041","Chathooche","Littl Mill","Frsth Cntl","George Koutroulakis","Phone: 7703107309"
"8114782","$160,000","A","3740 Scotland Ln","65","Snellville","Gwinnett","3","2","0","2001","30039-8451","Partee","Shiloh","Shiloh","Dianne E Perpich","Phone: 770-296-3221"
"8130983","$160,000","A","3860 Paulownia Dr","65","Snellville","Gwinnett","4","2","1","1989","30039","Shiloh","Shiloh","Shiloh","Hank Purefoy","Phone: 7702963026"
"8123980","$160,990","A","7575 Volion Pkwy","13","Fairburn","Fulton","3","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8122533","$161,490","A","1921 Pleasant Walk","42","Lithonia","DeKalb","4","2","1","2017","30058","Rck Chapel","Lithonia","Lithonia","Wade G Jurney",
"8123989","$161,990","A","7555 Volion Pkwy","13","Fairburn","Fulton","4","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8123994","$161,990","A","7570 Volion Pkwy","13","Fairburn","Fulton","4","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8123998","$161,990","A","7540 Volion Pkwy","13","Fairburn","Fulton","4","2","1","2017","30213","Oakley","Mcnair","Banneker","Wade G Jurney",
"8115735","$162,000","A","1274 Walnut Dr","302","Winder","Barrow","4","3","0","2007","30680","Holsenbeck","Bear Creek","Wnder Brrw","Eric R Vazquez","Phone: 404-843-2500"
"8115829","$162,000","A","1422 Cobb Branch Dr","52","Decatur","DeKalb","4","3","0","1953","30032","Midway","M M Bethun","Towers","Hitesh Chudasama","Phone: 678-472-8277"
"8122866","$162,990","A","7108 Tanger Blvd","33","Riverdale","Fulton","3","2","1","2017","30296","Nolan","Mcnair","Creekside","Wade G Jurney",
"8123039","$162,990","A","1029 Ventura Dr","264","Gainesville","Hall","3","2","0","2017","30504","Lyman Hall","Wt Hall","West Hall","Wade G Jurney",
"8123040","$163,990","A","1236 Royal Way","264","Gainesville","Hall","3","2","0","2017","30504","Lyman Hall","Wt Hall","West Hall","Wade G Jurney",
"8123345","$164,900","A","2654 Harber Valley Dr","41","Doraville","DeKalb","3","1","0","1940","30360","Hightower","Peachtree","Dunwoody","Desiree Martin","Phone: 770-354-7404"
"8122851","$164,900","A","613 Cypress Estates Cv","161","Jonesboro","Clayton","4","2","1","2002","30238","Brown","Mundy Mill","Mndys Mill","Julie Nguyen","Phone: 4043845508"
"8124215","$164,900","A","3884 Holy Cross","43","Decatur","DeKalb","4","2","1","1985","30034","Chapl Hill","Chapel Hil","Cedar Grv","Jeff Peargin","Phone: 415-885-9248"
"8118777","$164,900","A","597 Braselton Hwy","63","Lawrenceville","Gwinnett","2","2","0","1965","30043","Dyer","Twin River","Mtn View","Larry R Clemmons","Phone: 404-808-4128"
"8119127","$164,900","A","2615 Carolina Dr","66","Bethlehem","Gwinnett","3","2","0","1999","30620","Harbins","Mcconnell","Archer","Laura Kaiser",
"8122575","$164,990","A","1939 Pleasant Walk","42","Lithonia","DeKalb","4","2","1","2017","30058","Rck Chapel","Lithonia","Lithonia","Wade G Jurney",
"8123625","$165,000","A","1760 Line","41","Decatur","DeKalb","3","1","1","1950","30032","Knollwood","M M Bethun","Towers","Hanh Nguyen","Phone: 404-702-8368"
"8119106","$165,000","A","3980 Washington Rd","33","East Point","Fulton","6","2","2","1964","30344","Brookview","Woodland","Banneker","Kyle Nelms","Phone: 7703282708ext. 2708"
"8126783","$165,000","A","2614 Spring Dr","73","Smyrna","Cobb","3","1","0","1963","30080","Argyle","Campbell","Campbell","Debbie McCrory","Phone: 404-314-8520"
"8120344","$165,990","A","2340 Creel Rd","33","Atlanta","Fulton","3","2","1","2017","30349","Nolan","Mcnair","Creekside","Wade G Jurney",
"8120357","$165,990","A","2368 Creel Rd","33","Atlanta","Fulton","3","2","1","2017","30349","Nolan","Mcnair","Creekside","Wade G Jurney",
"8123414","$166,900","A","6676 Jules Trce","33","Palmetto","Fulton","4","2","1","2017","30268","E C West","Bear Creek","Creekside","Felecia Sneed","Phone: 7708961200"
"8123044","$166,990","A","1235 Royal Way","264","Gainesville","Hall","4","2","1","2017","30504","Lyman Hall","Wt Hall","West Hall","Wade G Jurney",
"8120359","$166,990","A","2348 Creel Rd","33","Atlanta","Fulton","3","2","1","2017","30349","Nolan","Mcnair","Creekside","Wade G Jurney",
"8122444","$167,900","A","8359 Milam Loop","33","Fairburn","Fulton","5","2","1","2004","30213","E C West","Bear Creek","Creekside","Joel Courtois","Phone: 770-560-7089"
"8124440","$168,400","A","717 Mask Rd","171","Brooks","Fayette","4","3","0","1974","30205","Peeples","Whitewater","Whitewater","Connie L Clifton-Peacock","Phone: 404-557-5870"
"8114550","$169,700","A","8519 Spivey Village Trl","161","Jonesboro","Clayton","3","2","0","2004","30236","Suder","Roberts","Jonesboro","Nick P Craig","Phone: 4045699355"
"8121981","$169,900","A","80 Peyton Ln","301","Auburn","Barrow","4","3","0","1989","30011","Auburn","Westside","Apalachee","Nikki Crowder","Phone: 678-568-9547"
"8121353","$169,900","A","3989 Lindsey Ln","161","Rex","Clayton","4","2","1","2000","30273-2525","Other","Other","Other","Regina McDaniel","Phone: 770-670-3032"
"8118086","$169,900","A","1530 Toonigh Rd","113","Canton","Cherokee","3","2","0","1984","30115-4125","Holly Sprg","Dean Rusk","Sequoyah","Jonathan L Davis","Phone: 404-502-6219"
"8125308","$169,900","A","9598 Tyler Ter","161","Jonesboro","Clayton","3","2","0","2001","30238","Brown","Mundy Mill","Mndys Mill","Calvin Gleaton","Phone: 7706523827"
"8127349","$169,900","A","628 Laurel Rd","42","Pine Lake","DeKalb","3","2","0","1940","30072","Rockbridge","St Mtn","Stone Mtn","Erika C Brown","Phone: 4047847844ext. 0"
"8127521","$169,900","A","7027 Hillcrest Chase Ln","72","Austell","Cobb","3","2","1","1999","30168-6687","RiversideP","Lindley","Pebblebrk","Darlene Perry","Phone: 404-925-8373"
"8134646","$169,900","A","685 Shannon","61","Loganville","Gwinnett","4","2","1","2001","30052","Other","Other","Other","Holly Brown","Phone: 770-256-3470"
"8120365","$169,990","A","2360 Creel Rd","33","Atlanta","Fulton","4","2","1","2017","30349","Nolan","Mcnair","Creekside","Wade G Jurney",
"8119644","$169,990","A","904 Brenden Dr","161","Hampton","Clayton","4","2","1","2017","30228","Rivers Edg","Lovejoy","Lovejoy","Wade G Jurney",
"8122725","$170,000","A","4804 Hunter Trce","72","Powder Springs","Cobb","3","2","0","1988","30127","Varner","Tapp","Mceachern","Shelly Hendry","Phone: 404-392-7726"
"8140975","$170,000","A","4008 Seneca Valley","262","Gainesville","Hall","4","3","0","1995","30506","Riverbend","NHall","East Hall","Tam Van","Phone: 6788967519"
"8126110","$170,000","A","3374 Kenilworth","65","Snellville","Gwinnett","3","2","1","1989","30039","Norton","Snellville","S Gwinnett","Bravura J Banks","Phone: 6783658863"
"8120371","$170,990","A","2344 Creel Rd","33","Atlanta","Fulton","4","2","1","2017","30349","Nolan","Mcnair","Creekside","Wade G Jurney",
"8120375","$170,990","A","2364 Creel Rd","33","Atlanta","Fulton","4","2","1","2017","30349","Nolan","Mcnair","Creekside","Wade G Jurney",
"8120842","$170,990","A","910 Brenden Dr","161","Hampton","Clayton","4","2","1","2017","30228","Rivers Edg","Lovejoy","Lovejoy","Wade G Jurney",
"8120383","$171,990","A","2352 Creel Rd","33","Atlanta","Fulton","4","2","1","2017","30349","Nolan","Mcnair","Creekside","Wade G Jurney",
"8120227","$171,990","A","2356 Creel Rd","33","Atlanta","Fulton","3","2","0","2017","30349","Nolan","Mcnair","Creekside","Wade G Jurney",
"8113594","$173,500","A","800 Sugarloaf Way","161","Hampton","Clayton","4","2","1","2013","30228","E White Ac","E W Acad","Lovejoy","Kris M Kolarich","Phone: 404-483-5625"
"8123331","$174,900","A","2590 Barrylyn Dr","41","Doraville","DeKalb","2","1","0","1954","30360","Hightower","Peachtree","Dunwoody","Desiree Martin","Phone: 770-354-7404"
"8126188","$174,900","A","800 McDonough Rd","161","Hampton","Clayton","2","1","0","1943","30228","Hawthorne","Lovejoy","Lovejoy","Ron Dawson","Phone: 6783719457ext. 9457"
"8126616","$174,990","A","283 Sapphire Bnd","33","Riverdale","Fulton","4","2","1","2016","30296","Nolan","Mcnair","Banneker","Marchell Smith",
"8123046","$174,990","A","1231 Royal Way","264","Gainesville","Hall","4","2","1","2017","30504","Lyman Hall","Wt Hall","West Hall","Wade G Jurney",
"8123532","$175,000","A","1283 Oak St","31","Atlanta","Fulton","3","3","3","1920","30310","Jones","Brown","Washington","Brandon Alexander","Phone: 404-626-8567ext. 10"
